dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-12-05 12:30:00,5,921.25,0.45,6.08,205.99,28.85,234.43,244.47,4.69
2020-12-05 13:30:00,5,841.14,0.34,5.1,214.58,30.04,212.07,220.96,5
2020-12-05 14:30:00,5,854.49,0.29,5.74,223.16,31.95,212.17,221.19,5.89
2020-12-05 15:30:00,5,1068.12,0.66,18.51,188.83,31.47,224.16,237.47,15.2
2020-12-05 16:30:00,5,1428.6,0.52,39.41,135.9,30.52,247.93,267.63,26.35
2020-12-05 17:30:00,5,1762.39,0.04,58.26,100.14,34.33,273.02,297.85,38.51
2020-12-05 18:30:00,5,2029.42,0,71.29,85.83,44.35,296.8,326.05,60.8
2020-12-05 19:30:00,5,2269.75,0,78.83,77.25,54.84,321.94,356.54,89.17
2020-12-05 20:30:00,5,2510.07,0,82.94,65.8,62.94,347.19,387.36,118.55
2020-12-05 21:30:00,5,2616.88,0,82.25,55.08,64.85,362.45,406.34,139.83
2020-12-05 22:30:00,5,2563.48,0,76.77,46.49,58.65,366.46,411.71,149.97
2020-12-05 23:30:00,5,2376.56,0,68.55,38.27,45.78,357.67,400.55,139.83
2020-12-06 00:30:00,5,2136.23,0,56.89,27.54,22.41,344.4,381.18,72.96
2020-12-06 01:30:00,5,1949.31,0.03,45.93,18.95,8.46,333.47,363.69,23.31
2020-12-06 02:30:00,5,1815.8,0.05,35.99,16.09,4.41,323.19,347.78,11.53
2020-12-06 03:30:00,5,1695.63,0.03,28.1,20.56,3.87,315.15,335.52,9.25
2020-12-06 04:30:00,5,1642.23,0.02,23.99,22.17,3.82,310.76,329.25,9.5
2020-12-06 05:30:00,5,1615.52,0.03,22.28,21.1,3.99,308.86,326.65,10.26
2020-12-06 06:30:00,5,1668.93,0.13,23.65,17.35,4.89,309.65,328.59,11.15
2020-12-06 07:30:00,5,1815.8,0.64,30.16,12.7,7.39,315.21,338.34,11.91
2020-12-06 08:30:00,5,1869.2,2.77,32.22,23.6,9.78,309.74,334.96,12.92
2020-12-06 09:30:00,5,1441.96,1.84,20.91,82.25,11.09,270.61,289.34,12.67
2020-12-06 10:30:00,5,1361.85,1.98,16.45,103,11.44,264.68,283.88,16.09
2020-12-06 11:30:00,5,1308.44,1.52,13.37,131.61,12.04,268.43,287.88,18.24
2020-12-06 12:30:00,5,867.84,0.37,4.76,197.41,20.74,218.6,228.59,7.66
2020-12-06 13:30:00,5,827.79,0.3,4.41,208.86,24.08,210.34,219.29,7.54
2020-12-06 14:30:00,5,834.47,0.29,5.4,214.58,26.94,206.67,215.73,8.36
2020-12-06 15:30:00,5,1068.12,0.71,18.17,181.68,28.61,217.27,230.84,17.48
2020-12-06 16:30:00,5,1455.31,0.58,38.39,130.18,28.85,242.65,263.42,27.87
2020-12-06 17:30:00,5,1842.5,0.04,54.84,88.69,29.8,269.42,297.64,36.99
2020-12-06 18:30:00,5,2162.93,0,65.8,60.08,31.95,295.77,332.61,49.14
2020-12-06 19:30:00,5,2429.96,0,71.29,45.78,38.15,322.48,370.03,69.92
2020-12-06 20:30:00,5,2590.18,0,71.97,38.98,46.73,345.02,403.3,96.26
2020-12-06 21:30:00,5,2696.99,0,74.03,31.11,51.5,361.61,426.42,115.51
2020-12-06 22:30:00,5,2777.1,0.04,74.03,20.21,48.64,370.9,436.64,113.49
2020-12-06 23:30:00,5,2670.29,0.26,67.86,10.46,36.24,362.71,420.54,91.2
2020-12-07 00:30:00,5,2429.96,0.51,58.26,6.8,22.17,342.43,388.62,58.77
2020-12-07 01:30:00,5,2296.45,0.34,50.72,8.67,17.88,335.13,374.33,47.12
2020-12-07 02:30:00,5,2216.34,0.08,44.55,15.2,17.64,334.46,368.55,44.08
2020-12-07 03:30:00,5,2136.23,0.01,39.41,22.71,18.36,337.88,368.7,42.05
2020-12-07 04:30:00,5,2136.23,0.01,38.39,21.99,18.36,346.61,376.27,40.03
2020-12-07 05:30:00,5,2216.34,0.09,40.78,15.38,18.12,361.18,392.45,39.01
2020-12-07 06:30:00,5,2403.26,1.27,46.61,6.35,18.84,379.99,415.91,37.49
2020-12-07 07:30:00,5,2803.8,10.17,49.35,0.67,20.03,411.35,457.5,27.61
