,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,CO
0.0,2020-11-25,5.0,560.76,0.4,15.25,120.16,9.3,80.03,86.66,1.71,
1.0,2020-11-26,4.0,547.41,0.55,16.28,100.14,11.21,38.04,39.85,1.69,
2.0,2020-11-27,5.0,1001.36,14.19,33.59,53.64,15.14,63.31,66.19,3.29,
3.0,2020-11-28,5.0,1708.98,50.52,43.87,92.98,14.07,66.37,73.01,4.56,
4.0,2020-11-29,2.0,534.06,3.3,19.88,64.37,6.08,15.56,17.8,2.95,
5.0,2020-11-30,5.0,580.79,1.45,23.65,76.53,6.8,85.47,99.68,3.99,
6.0,2020-12-01,5.0,754.36,4.3,47.3,91.55,7.75,79.53,92.61,7.47,
7.0,2020-12-02,5.0,520.71,1.87,25.71,101.57,11.44,60.85,65.93,2.06,
8.0,2020-12-03,5.0,600.82,0.27,20.74,101.57,8.7,61.5,62.46,1.08,
9.0,2020-12-04,4.0,647.54,0.52,17.99,65.8,6.14,28.62,30.07,1.43,
10.0,2020-12-05,3.0,460.63,1.16,12.51,69.38,5.19,24.01,25.15,1.47,
11.0,2020-12-06,1.0,494.0,1.23,13.2,65.8,3.82,9.04,9.79,1.54,
12.0,2020-12-07,1.0,560.76,0.71,20.05,54.36,7.09,7.39,8.8,1.79,
13.0,2020-12-08,4.0,774.38,1.79,29.82,82.97,13.35,31.68,34.49,1.93,
14.0,2020-12-09,5.0,741.01,2.74,33.93,79.39,8.58,55.76,61.38,2.31,
15.0,2020-12-10,5.0,881.2,9.28,49.35,115.87,13.59,76.7,87.15,6.4,
16.0,2020-12-11,5.0,1762.39,16.32,97.33,161.65,18.6,111.1,120.52,9.12,
17.0,2020-12-12,5.0,2136.23,54.09,79.51,123.02,13.35,93.57,101.49,8.99,
18.0,2020-12-13,5.0,4058.84,155.57,77.46,92.98,14.54,117.06,126.38,12.16,
19.0,2020-12-14,5.0,2002.72,30.85,90.48,140.19,14.19,73.74,81.09,10.51,
20.0,2020-12-15,5.0,774.38,3.8,29.13,90.12,8.58,100.36,108.93,3.36,
21.0,2020-12-16,4.0,640.87,1.29,24.68,72.96,7.15,46.78,51.25,2.34,
22.0,2020-12-17,4.0,620.84,0.21,31.19,68.67,7.39,27.9,31.21,3.36,
23.0,2020-12-18,4.0,781.06,4.53,45.93,78.68,8.11,31.0,38.43,6.46,
24.0,2020-12-19,5.0,627.52,1.3,20.39,97.28,5.84,61.26,66.5,4.18,
25.0,2020-12-20,5.0,707.63,0.37,23.31,108.72,6.91,83.6,93.28,3.36,
26.0,2020-12-21,5.0,700.95,3.19,36.67,120.16,10.61,85.37,95.75,5.45,
27.0,2020-12-22,5.0,854.49,4.64,47.3,124.45,13.71,90.85,99.78,6.71,
28.0,2020-12-23,5.0,1188.28,8.61,67.86,95.84,13.11,74.22,86.23,8.74,
29.0,2020-12-24,5.0,947.95,8.05,41.47,84.4,15.74,74.47,85.77,6.65,
30.0,2020-12-25,5.0,1321.79,8.61,78.83,135.9,14.78,75.06,82.54,9.88,
31.0,2020-12-26,5.0,754.36,3.97,31.19,138.76,9.54,111.23,119.64,6.46,
32.0,2020-12-27,5.0,834.47,3.47,31.53,134.47,10.97,132.35,143.0,6.4,
33.0,2020-12-28,5.0,1148.22,4.3,69.23,128.75,12.52,140.25,150.72,10.01,
34.0,2020-12-29,5.0,1054.76,8.16,43.18,87.26,15.5,119.19,129.17,3.96,
35.0,2020-12-30,5.0,687.6,4.81,28.1,85.12,11.44,60.03,65.93,4.02,
36.0,2020-12-31,5.0,487.33,0.91,18.85,87.98,6.97,54.47,72.39,3.93,
37.0,2021-01-01,5.0,660.9,1.45,26.73,114.44,10.13,96.18,116.97,3.77,
38.0,2021-01-02,5.0,507.36,2.24,18.85,85.12,6.68,58.68,60.74,2.72,
39.0,2021-01-03,4.0,500.68,1.96,16.97,76.53,6.26,30.84,34.66,2.41,
40.0,2021-01-04,3.0,614.17,1.63,23.99,65.09,8.7,24.71,28.49,4.18,
41.0,2021-01-05,4.0,667.57,1.69,25.71,65.09,9.3,26.36,27.89,2.66,
42.0,2021-01-06,4.0,827.79,4.92,31.87,48.64,11.33,37.27,39.65,2.38,
43.0,2021-01-07,3.0,741.01,2.79,26.73,50.07,9.42,22.92,25.94,2.47,
44.0,2021-01-08,2.0,834.47,3.24,39.07,60.8,10.61,17.78,20.39,2.28,
45.0,2021-01-09,3.0,620.84,2.07,22.96,41.49,8.94,20.31,23.32,3.17,
46.0,2021-01-10,4.0,674.25,4.58,33.93,56.51,9.06,31.15,33.73,6.08,
47.0,2021-01-11,4.0,647.54,4.64,27.08,46.49,8.58,35.19,41.35,4.69,
48.0,2021-01-12,4.0,494.0,2.6,20.56,50.07,5.6,36.02,42.87,4.18,
49.0,2021-01-13,4.0,514.03,5.09,25.02,57.94,7.33,46.84,55.07,4.88,
50.0,2021-01-14,5.0,654.22,9.39,25.36,67.23,9.3,67.83,70.03,3.42,
51.0,2021-01-15,5.0,680.92,5.81,25.02,77.96,9.89,51.9,59.59,4.18,
52.0,2021-01-16,5.0,727.65,4.02,30.85,94.41,10.37,72.14,78.69,4.75,
53.0,2021-01-17,5.0,961.3,2.1,45.93,89.41,17.88,85.82,94.02,3.64,
54.0,2021-01-18,5.0,600.82,3.97,23.65,125.89,11.8,52.31,56.08,4.24,
55.0,2021-01-19,4.0,907.9,5.87,45.93,115.87,13.11,43.79,50.19,8.74,
56.0,2021-01-20,5.0,1335.14,21.91,45.24,114.44,17.88,65.72,77.06,8.11,
57.0,2021-01-21,5.0,1682.28,25.93,76.08,91.55,21.46,60.12,66.91,11.91,
58.0,2021-01-22,5.0,921.25,3.41,52.09,120.16,14.66,73.43,78.06,9.5,
59.0,2021-01-23,5.0,774.38,6.04,26.39,125.89,12.4,60.51,64.02,5.07,
60.0,2021-01-24,4.0,934.6,9.72,36.33,125.89,14.66,41.11,47.61,8.23,
61.0,2021-01-25,4.0,1108.17,8.94,50.04,133.04,15.26,49.46,55.53,9.75,
62.0,2021-01-26,5.0,1241.68,13.41,45.24,130.18,13.11,80.71,85.59,8.11,
63.0,2021-01-27,5.0,547.41,0.0,12.0,54.36,9.89,58.31,66.44,0.88,
64.0,2021-01-28,5.0,867.84,6.15,34.27,123.02,12.64,84.25,89.28,4.62,
65.0,2021-01-29,5.0,694.28,4.02,27.76,121.59,10.49,78.85,91.87,4.69,
66.0,2021-01-30,5.0,720.98,3.38,27.76,113.01,10.73,122.97,133.78,4.18,
67.0,2021-01-31,5.0,694.28,3.44,23.99,123.02,10.13,117.46,126.97,3.01,
68.0,2021-02-01,5.0,727.65,5.31,30.5,108.72,10.37,67.16,74.89,6.27,
69.0,2021-02-02,5.0,654.22,3.8,23.99,117.3,10.13,80.21,88.69,4.81,
70.0,2021-02-03,5.0,774.38,2.26,25.02,108.72,10.13,55.99,66.76,6.02,
71.0,2021-02-04,5.0,754.36,6.31,36.33,130.18,13.71,65.07,80.72,7.66,
72.0,2021-02-05,5.0,1134.87,8.49,65.8,148.77,19.55,74.43,90.48,13.05,
73.0,2021-02-06,5.0,881.2,5.25,39.76,141.62,13.83,73.81,86.09,7.79,
74.0,2021-02-07,5.0,660.9,2.24,27.42,141.62,11.09,75.52,83.38,6.71,
75.0,2021-02-08,5.0,767.71,2.99,32.22,144.48,12.4,87.16,96.67,7.35,
76.0,2021-02-09,5.0,714.3,2.35,31.53,138.76,13.47,64.19,75.79,7.98,
77.0,2021-02-10,5.0,1428.6,17.21,58.95,165.94,18.36,121.46,134.18,9.37,
78.0,2021-02-11,5.0,1682.28,14.75,72.66,155.93,21.46,129.33,144.82,7.66,
79.0,2021-02-12,5.0,1241.68,16.09,49.35,145.91,16.93,88.49,99.08,7.22,
80.0,2021-02-13,5.0,1708.98,38.0,52.78,135.9,21.7,93.4,108.93,9.12,
81.0,2021-02-14,5.0,1655.58,30.4,69.92,140.19,20.74,71.34,83.6,12.54,
82.0,2021-02-15,5.0,1762.39,20.79,76.77,171.66,25.75,76.53,89.83,13.05,
83.0,2021-02-16,5.0,1508.71,13.52,87.74,180.24,22.41,71.43,79.38,12.67,
84.0,2021-02-17,5.0,1081.47,12.29,43.53,164.51,24.08,82.68,92.61,6.27,
85.0,2021-02-18,5.0,674.25,3.07,27.76,141.62,20.5,110.24,122.37,3.2,
86.0,2021-02-19,5.0,694.28,3.27,30.16,135.9,11.92,73.34,83.4,3.52,
87.0,2021-02-20,4.0,654.22,1.58,28.1,77.25,8.35,39.66,40.94,2.53,
88.0,2021-02-21,4.0,614.17,1.51,21.08,68.67,10.25,25.37,26.16,2.25,
89.0,2021-02-22,3.0,807.76,4.19,28.79,98.71,10.85,23.75,26.99,5.19,
90.0,2021-02-23,4.0,1628.88,34.87,41.47,87.98,16.45,40.68,49.97,7.47,
91.0,2021-02-24,5.0,1495.36,22.8,47.3,140.19,19.55,70.66,80.58,8.23,
92.0,2021-02-25,5.0,4913.33,193.12,66.49,140.19,33.38,142.24,169.47,14.69,
93.0,2021-02-26,5.0,4753.11,180.6,76.08,194.55,41.96,148.26,171.74,16.09,
94.0,2021-02-27,5.0,2082.82,41.13,63.75,185.97,25.27,100.94,114.36,10.77,
95.0,2021-02-28,5.0,1468.66,11.85,63.75,153.07,17.64,98.24,109.99,10.13,
96.0,2021-03-01,5.0,1735.69,36.21,61.01,140.19,18.36,57.61,68.49,11.27,
97.0,2021-03-02,5.0,2056.12,48.28,64.43,153.07,21.22,61.66,73.6,10.51,
98.0,2021-03-03,5.0,1241.68,13.64,54.15,144.48,17.88,54.68,63.74,8.11,
99.0,2021-03-04,4.0,1081.47,15.42,42.84,121.59,12.16,46.02,52.59,8.61,
100.0,2021-03-05,4.0,1415.25,33.08,45.93,123.02,15.74,41.33,49.99,8.49,
101.0,2021-03-06,5.0,1708.98,43.36,47.3,154.5,22.41,53.28,63.13,10.39,
102.0,2021-03-07,4.0,1255.04,24.59,41.47,145.91,17.17,45.86,55.36,6.4,
103.0,2021-03-08,3.0,907.9,21.46,26.05,120.16,13.71,24.84,31.94,5.7,
104.0,2021-03-09,4.0,961.3,29.5,21.25,124.45,15.74,30.26,34.73,5.89,
105.0,2021-03-10,3.0,1161.58,34.42,27.76,107.29,15.26,22.96,31.13,5.7,
106.0,2021-03-11,3.0,667.57,20.34,17.82,100.14,15.5,22.73,26.78,5.19,
107.0,2021-03-12,3.0,821.11,21.01,29.47,124.45,24.32,18.62,24.52,6.21,
108.0,2021-03-13,3.0,961.3,19.89,30.16,113.01,10.97,23.75,29.77,6.46,
109.0,2021-03-14,4.0,894.55,14.98,35.99,117.3,9.18,27.13,35.03,8.11,
110.0,2021-03-15,4.0,2403.26,84.04,46.61,133.04,17.41,49.06,62.06,13.81,
111.0,2021-03-16,5.0,3471.37,139.48,49.35,143.05,18.36,70.82,88.01,14.82,
112.0,2021-03-17,4.0,1575.47,38.45,44.55,137.33,17.64,37.78,46.43,9.12,
113.0,2021-03-18,4.0,1174.93,22.13,40.44,144.48,14.9,43.22,51.21,7.66,
114.0,2021-03-19,5.0,2643.59,78.68,61.01,175.95,25.75,77.39,97.94,14.31,
115.0,2021-03-20,5.0,1001.36,6.26,38.73,170.23,25.27,75.51,88.57,5.57,
116.0,2021-03-21,5.0,894.55,7.6,31.87,170.23,31.47,69.54,79.91,8.99,
117.0,2021-03-22,5.0,1548.77,29.5,49.35,143.05,17.41,68.32,80.84,10.13,
118.0,2021-03-23,5.0,1255.04,25.26,39.07,160.22,17.88,73.75,83.65,7.66,
119.0,2021-03-24,5.0,1281.74,22.58,42.16,141.62,14.78,90.88,105.47,6.9,
120.0,2021-03-25,5.0,1922.61,54.54,45.24,118.73,15.5,83.0,100.4,8.99,
121.0,2021-03-26,5.0,1094.82,12.52,42.16,175.95,11.33,102.13,108.07,8.04,
122.0,2021-03-27,5.0,934.6,10.51,30.5,137.33,9.66,58.24,64.57,7.28,
123.0,2021-03-28,5.0,1134.87,13.08,38.04,200.27,24.56,76.94,82.9,7.98,
124.0,2021-03-29,5.0,934.6,8.27,32.9,137.33,24.32,63.95,78.8,8.49,
125.0,2021-03-30,5.0,2189.64,51.41,63.06,123.02,19.55,81.68,111.52,17.99,
126.0,2021-03-31,5.0,1241.68,11.06,46.61,144.48,20.5,82.97,111.83,12.29,
127.0,2021-04-01,5.0,1695.63,18.55,78.83,147.34,17.64,67.52,93.96,16.47,
128.0,2021-04-02,5.0,2883.91,77.78,66.49,147.34,24.56,93.14,134.82,21.28,
129.0,2021-04-03,5.0,1762.39,8.27,95.96,140.19,15.97,62.56,129.17,14.31,
130.0,2021-04-04,5.0,2162.93,25.26,83.63,130.18,18.84,110.52,154.77,17.73,
131.0,2021-04-05,5.0,1922.61,47.39,48.67,173.09,26.94,88.0,123.14,14.95,
132.0,2021-04-06,5.0,2056.12,50.96,54.84,150.2,19.07,76.28,102.12,10.77,
133.0,2021-04-07,4.0,1922.61,46.05,56.21,175.95,17.41,42.41,64.09,10.64,
134.0,2021-04-08,4.0,787.74,4.86,33.24,133.04,24.56,45.07,62.91,7.66,
135.0,2021-04-09,5.0,1401.9,22.8,53.47,177.38,19.31,59.36,74.11,8.74,
136.0,2021-04-10,4.0,867.84,14.98,30.85,140.19,31.95,40.34,48.54,6.14,
137.0,2021-04-11,4.0,747.68,16.54,23.99,135.9,19.79,37.36,46.73,3.45,
138.0,2021-04-12,4.0,674.25,8.49,30.5,57.22,25.03,39.88,43.45,4.56,
139.0,2021-04-13,4.0,660.9,12.96,32.56,82.97,26.46,40.9,44.4,2.5,
140.0,2021-04-14,4.0,1682.28,33.53,52.78,41.84,20.03,34.87,42.79,7.09,
141.0,2021-04-15,5.0,3685.0,134.11,76.08,22.17,34.81,68.06,77.61,7.79,
142.0,2021-04-16,5.0,2323.15,34.42,100.08,123.02,14.31,62.72,74.15,11.91,
143.0,2021-04-17,5.0,2723.69,63.48,89.11,163.08,17.64,78.99,100.29,18.49,
144.0,2021-04-18,5.0,1295.09,15.65,65.8,127.32,14.9,60.04,69.34,9.88,
145.0,2021-04-19,4.0,894.55,12.29,25.36,164.51,10.25,43.36,51.22,8.87,
146.0,2021-04-20,5.0,4379.27,125.17,142.57,111.58,33.38,73.76,84.54,12.79,
147.0,2021-04-21,5.0,2990.72,44.26,135.72,103.0,38.62,84.4,96.43,12.67,
148.0,2021-04-22,5.0,5287.17,219.94,120.64,100.14,45.3,110.68,134.16,38.0,
149.0,2021-04-23,5.0,2883.91,74.21,95.96,117.3,16.93,72.64,85.9,14.44,
150.0,2021-04-24,5.0,2883.91,59.9,139.83,60.08,39.58,79.59,91.13,13.3,
151.0,2021-04-25,5.0,3257.75,68.84,58.26,89.41,12.99,97.06,107.3,9.63,
152.0,2021-04-26,5.0,3417.97,92.98,89.11,214.58,22.89,92.28,116.28,21.79,
153.0,2021-04-27,5.0,4646.3,196.7,44.55,120.16,31.95,117.28,146.44,24.07,
154.0,2021-04-28,5.0,1869.2,41.57,58.95,151.63,25.75,70.97,90.45,12.54,
155.0,2021-04-29,5.0,2162.93,47.83,78.14,155.93,31.95,87.38,108.04,9.88,
156.0,2021-04-30,5.0,2189.64,61.69,48.67,124.45,18.36,87.66,108.85,11.15,
157.0,2021-05-01,4.0,634.19,14.53,24.33,140.19,19.79,34.14,39.34,3.8,
158.0,2021-05-02,4.0,894.55,7.04,38.73,128.75,15.02,25.08,27.54,4.05,
159.0,2021-05-03,4.0,881.2,19.0,32.9,38.98,20.98,25.41,31.15,7.22,
160.0,2021-05-04,4.0,1628.88,41.13,54.15,20.56,31.47,43.7,50.63,5.89,
161.0,2021-05-05,4.0,1708.98,21.01,81.57,131.61,29.33,46.85,56.97,11.27,
162.0,2021-05-06,4.0,634.19,6.43,24.33,138.76,21.22,34.48,37.37,3.36,
163.0,2021-05-07,4.0,1682.28,40.23,52.78,84.4,20.27,34.93,41.88,4.88,
164.0,2021-05-08,4.0,894.55,4.64,41.47,64.37,28.37,30.52,34.0,3.42,
165.0,2021-05-09,4.0,707.63,17.21,16.62,111.58,16.93,31.62,34.17,3.48,
166.0,2021-05-10,4.0,1295.09,17.66,46.61,76.53,25.51,26.86,32.45,6.84,
167.0,2021-05-11,2.0,1375.2,33.08,58.95,53.64,24.8,19.97,25.18,5.95,
168.0,2021-05-12,4.0,1054.76,23.25,40.44,133.04,19.55,26.16,28.69,4.43,
169.0,2021-05-13,3.0,1161.58,15.42,61.69,101.57,24.56,23.93,27.33,4.75,
170.0,2021-05-14,4.0,2002.72,55.43,45.93,55.79,17.41,40.5,47.78,5.38,
171.0,2021-05-15,1.0,447.27,5.14,18.51,39.7,6.14,9.0,11.19,2.28,
172.0,2021-05-16,1.0,594.14,10.62,21.08,43.63,6.8,7.81,10.78,2.25,
173.0,2021-05-17,2.0,600.82,12.63,24.33,94.41,9.42,14.13,15.69,2.72,
174.0,2021-05-18,2.0,534.06,11.96,18.34,97.28,8.7,14.67,16.06,2.82,
175.0,2021-05-19,2.0,580.79,9.95,25.71,94.41,9.42,16.35,18.82,3.17,
176.0,2021-05-20,2.0,988.01,13.3,42.84,53.64,8.58,17.22,23.23,3.77,
177.0,2021-05-21,1.0,720.98,8.38,34.27,31.83,7.15,9.42,11.68,2.98,
178.0,2021-05-22,1.0,587.46,5.14,23.99,67.95,6.32,6.77,7.62,2.53,
179.0,2021-05-23,2.0,720.98,2.15,34.62,76.53,5.66,12.92,19.67,9.25,
180.0,2021-05-24,2.0,674.25,3.07,30.5,66.52,7.03,10.22,14.08,7.92,
181.0,2021-05-25,1.0,720.98,5.64,32.22,42.56,6.14,7.13,9.12,3.23,
182.0,2021-05-26,1.0,387.19,2.35,15.59,70.81,4.29,5.46,8.62,4.05,
183.0,2021-05-27,2.0,377.18,2.21,15.94,87.26,4.59,9.45,17.83,5.13,
184.0,2021-05-28,2.0,473.98,7.15,21.25,80.11,6.14,10.97,15.67,5.89,
185.0,2021-05-29,2.0,433.92,5.64,16.11,82.97,5.01,6.19,7.52,3.64,
186.0,2021-05-30,1.0,413.9,6.54,13.2,69.38,4.59,4.72,5.8,3.61,
187.0,2021-05-31,1.0,447.27,4.86,17.99,67.23,6.08,6.51,8.75,3.8,
188.0,2021-06-01,2.0,1161.58,25.93,33.24,35.76,9.89,16.3,21.48,4.02,
189.0,2021-06-02,4.0,4379.27,193.12,82.94,38.98,34.81,44.8,55.63,18.49,
190.0,2021-06-03,4.0,3097.53,123.38,53.47,25.39,20.27,34.35,41.28,9.12,
191.0,2021-06-04,4.0,2296.45,94.77,38.39,15.91,14.9,37.69,45.1,6.65,
192.0,2021-06-05,2.0,727.65,12.07,23.99,26.11,8.58,16.36,18.67,2.72,
193.0,2021-06-06,1.0,640.87,6.09,30.16,38.62,6.26,7.38,10.64,3.8,
194.0,2021-06-07,2.0,620.84,9.72,32.22,80.82,7.15,11.54,15.16,8.23,
195.0,2021-06-08,2.0,754.36,18.77,27.08,85.83,8.35,13.84,18.6,5.32,
196.0,2021-06-09,1.0,407.22,4.69,17.14,65.09,4.77,7.51,9.24,2.66,
197.0,2021-06-10,1.0,393.87,4.69,17.14,42.56,4.95,4.66,7.1,3.14,
198.0,2021-06-11,1.0,373.84,3.58,16.79,41.49,3.76,3.41,5.28,3.48,
199.0,2021-06-12,1.0,290.39,1.36,9.77,50.78,2.44,2.26,2.74,1.77,
200.0,2021-06-13,1.0,290.39,0.59,10.03,41.13,2.44,2.65,3.36,1.68,
201.0,2021-06-14,1.0,343.8,1.84,13.71,35.76,3.25,3.39,4.4,1.49,
202.0,2021-06-15,1.0,353.81,2.74,12.68,30.04,3.73,3.47,4.79,2.31,
203.0,2021-06-16,1.0,340.46,1.48,13.37,46.49,3.22,3.44,4.03,1.79,
204.0,2021-06-17,1.0,327.11,1.44,12.51,35.76,3.34,2.18,3.34,2.72,
205.0,2021-06-18,1.0,353.81,1.08,14.74,28.61,3.99,5.12,7.25,3.26,
